user_id,loyalty_tier,hotel_id,checkin_date,checkout_date,length_of_stay,price_paid,trip_purpose,party_type,rating
U0251,Platinum,H013,12/26/25,12/27/25,1,260,Family,Couple,3.5
U0251,Platinum,H032,10/2/24,10/4/24,2,840,Leisure,Family,4
U0251,Platinum,H094,2/25/25,2/27/25,2,522,Family,Couple,3
U0251,Platinum,H091,12/8/23,12/11/23,3,1182,Leisure,Group,2
U0251,Platinum,H018,10/19/25,10/23/25,4,300,Family,Family,2
U0252,Platinum,H063,8/20/24,8/23/24,3,603,Business,Solo,4
U0252,Platinum,H002,11/6/24,11/9/24,3,1080,Business,Group,3
U0252,Platinum,H051,4/12/24,4/16/24,4,1188,Business,Solo,4.5
U0252,Platinum,H012,10/21/25,10/28/25,7,3031,Business,Solo,4.5
U0252,Platinum,H054,11/22/23,11/25/23,3,858,Business,Solo,3
U0252,Platinum,H025,12/19/24,12/26/24,7,784,Business,Solo,2.5
U0252,Platinum,H041,6/24/24,6/26/24,2,882,Business,Solo,3.5
U0252,Platinum,H032,10/8/25,10/10/25,2,926,Leisure,Solo,4.5
U0252,Platinum,H061,8/12/24,8/15/24,3,1173,Business,Solo,4.5
U0252,Platinum,H042,8/2/23,8/3/23,1,440,Family,Family,4.5
U0252,Platinum,H093,1/20/25,1/22/25,2,448,Family,Couple,3
U0253,Diamond,H036,2/25/25,2/27/25,2,334,Business,Solo,3.5
U0253,Diamond,H062,5/11/25,5/18/25,7,2954,Business,Group,5
U0253,Diamond,H022,7/30/23,8/6/23,7,3220,Leisure,Solo,4.5
U0253,Diamond,H057,1/16/25,1/20/25,4,464,Leisure,Solo,3.5
U0253,Diamond,H047,7/1/24,7/6/24,5,610,Leisure,Solo,3.5
U0253,Diamond,H053,11/21/24,11/23/24,2,436,Business,Solo,4
U0253,Diamond,H013,3/3/25,3/5/25,2,624,Leisure,Solo,5
U0253,Diamond,H024,5/4/25,5/7/25,3,891,Family,Family,4
U0253,Diamond,H067,9/29/25,10/3/25,4,696,Family,Family,3.5
U0253,Diamond,H012,5/3/24,5/8/24,5,2005,Business,Solo,4.5
U0253,Diamond,H031,3/3/25,3/10/25,7,3766,Business,Solo,4.5
U0253,Diamond,H061,4/3/25,4/6/25,3,1323,Family,Couple,4
U0253,Diamond,H091,9/26/23,10/6/23,10,4040,Leisure,Solo,3.5
U0253,Diamond,H003,6/16/25,6/20/25,4,1264,Leisure,Solo,4.5
U0253,Diamond,H043,4/21/24,4/24/24,3,912,Business,Solo,5
U0253,Diamond,H034,3/22/25,3/23/25,1,334,Business,Solo,3.5
U0253,Diamond,H014,1/7/24,1/10/24,3,744,Business,Solo,4
U0254,Gold,H094,6/18/23,6/21/23,3,648,Business,Solo,2
U0254,Gold,H035,8/20/24,8/25/24,5,810,Leisure,Couple,2.5
U0254,Gold,H016,1/12/24,1/15/24,3,273,Leisure,Group,1
U0254,Gold,H017,4/19/24,4/20/24,1,151,Leisure,Family,2
U0254,Gold,H002,12/16/25,12/21/25,5,1930,Leisure,Solo,1.5
U0254,Gold,H054,9/21/23,9/24/23,3,792,Business,Group,2
U0254,Gold,H092,5/15/24,5/18/24,3,1167,Leisure,Solo,2
U0254,Gold,H071,8/17/24,8/20/24,3,1413,Leisure,Solo,1.5
U0254,Gold,H099,7/12/25,7/15/25,3,315,Leisure,Couple,1
U0254,Gold,H091,9/4/24,9/7/24,3,1215,Leisure,Solo,1.5
U0254,Gold,H047,5/5/25,5/15/25,10,1590,Leisure,Solo,2
U0255,Gold,H032,3/14/25,3/18/25,4,1788,Leisure,Couple,4
U0255,Gold,H001,10/28/24,11/2/24,5,2640,Business,Solo,3
U0255,Gold,H002,12/27/25,1/6/26,10,3830,Family,Family,2.5
U0255,Gold,H063,11/3/23,11/5/23,2,622,Leisure,Family,2.5
U0255,Gold,H031,9/27/23,10/1/23,4,1888,Family,Family,2.5
U0255,Gold,H083,9/4/25,9/18/25,14,4102,Family,Couple,2.5
U0255,Gold,H022,1/2/25,1/7/25,5,2740,Family,Family,3.5
U0255,Gold,H034,7/10/23,7/12/23,2,736,Family,Couple,3.5
U0255,Gold,H071,1/24/24,1/26/24,2,876,Leisure,Family,3.5
U0255,Gold,H074,4/14/25,4/18/25,4,880,Business,Solo,3
U0256,Classic,H065,8/26/25,8/30/25,4,396,Business,Group,1.5
U0256,Classic,H005,6/2/23,6/5/23,3,243,Business,Group,1.5
U0256,Classic,H003,11/26/25,11/28/25,2,612,Leisure,Family,3
U0256,Classic,H014,2/16/24,2/20/24,4,808,Family,Family,1.5
U0256,Classic,H064,10/12/25,10/17/25,5,965,Leisure,Solo,1.5
U0257,Classic,H029,11/4/23,11/6/23,2,126,Leisure,Family,1.5
U0257,Classic,H088,9/13/25,9/20/25,7,714,Business,Solo,3
U0257,Classic,H042,7/22/25,7/24/25,2,1022,Business,Group,2.5
U0257,Classic,H027,12/28/24,12/31/24,3,507,Leisure,Couple,1.5
U0257,Classic,H014,6/29/24,7/2/24,3,705,Leisure,Family,2.5
U0257,Classic,H065,2/14/24,2/19/24,5,835,Family,Family,1.5
U0257,Classic,H002,7/4/25,7/6/25,2,750,Business,Solo,1.5
U0258,Silver,H051,11/5/23,11/10/23,5,1760,Family,Family,3.5
U0258,Silver,H094,7/18/25,7/22/25,4,916,Business,Solo,3
U0258,Silver,H062,8/3/25,8/6/25,3,1692,Leisure,Group,3.5
U0258,Silver,H032,7/17/25,7/19/25,2,934,Business,Group,3.5
U0258,Silver,H044,11/19/23,11/20/23,1,237,Business,Solo,3
U0259,Platinum,H044,8/20/25,8/24/25,4,1064,Leisure,Solo,4
U0259,Platinum,H002,4/5/25,4/7/25,2,750,Business,Group,4.5
U0259,Platinum,H013,9/25/23,10/2/23,7,1617,Leisure,Couple,4
U0259,Platinum,H021,3/22/25,3/27/25,5,2135,Business,Solo,4.5
U0259,Platinum,H061,4/12/25,4/16/25,4,1476,Business,Solo,4
U0260,Platinum,H043,12/31/24,1/3/25,3,795,Business,Solo,2.5
U0260,Platinum,H094,12/16/24,12/17/24,1,279,Leisure,Couple,3.5
U0260,Platinum,H085,8/30/23,9/2/23,3,348,Leisure,Group,2.5
U0260,Platinum,H029,9/26/23,10/1/23,5,360,Business,Group,2
U0260,Platinum,H031,8/6/25,8/8/25,2,1134,Leisure,Group,2.5
U0260,Platinum,H056,10/7/25,10/12/25,5,315,Leisure,Couple,2.5
U0260,Platinum,H091,11/4/23,11/9/23,5,1985,Leisure,Group,3
U0260,Platinum,H001,6/1/25,6/4/25,3,1155,Leisure,Solo,2
U0260,Platinum,H036,11/2/23,11/12/23,10,1680,Business,Solo,2.5
U0260,Platinum,H083,5/28/24,6/7/24,10,2330,Business,Solo,3.5
U0260,Platinum,H039,6/22/24,6/29/24,7,497,Family,Family,2
U0260,Platinum,H071,4/22/24,5/2/24,10,4090,Family,Couple,2
U0260,Platinum,H066,10/23/25,10/26/25,3,294,Leisure,Group,1.5
U0260,Platinum,H019,1/6/25,1/8/25,2,190,Leisure,Group,1.5
U0260,Platinum,H042,3/27/24,4/10/24,14,5642,Business,Solo,3
U0260,Platinum,H053,11/10/23,11/13/23,3,1026,Leisure,Group,3
U0260,Platinum,H069,5/26/25,6/9/25,14,1288,Leisure,Solo,2
U0260,Platinum,H081,11/6/23,11/13/23,7,3185,Leisure,Couple,1.5
U0260,Platinum,H073,6/19/25,6/22/25,3,621,Leisure,Solo,3.5
U0260,Platinum,H002,12/21/25,12/24/25,3,1053,Leisure,Group,3
U0261,Classic,H085,4/26/24,4/27/24,1,143,Business,Group,1
U0261,Classic,H052,4/20/24,4/25/24,5,2850,Leisure,Couple,3.5
U0261,Classic,H010,6/16/24,6/20/24,4,316,Family,Family,1
U0262,Gold,H007,11/12/25,11/14/25,2,156,Leisure,Solo,2.5
U0262,Gold,H048,12/1/25,12/5/25,4,536,Family,Couple,1
U0262,Gold,H012,10/15/24,10/29/24,14,6230,Leisure,Solo,2
U0262,Gold,H083,12/10/24,12/13/24,3,813,Leisure,Couple,2
U0262,Gold,H074,3/24/24,3/27/24,3,801,Leisure,Group,2
U0262,Gold,H082,4/25/25,4/30/25,5,2405,Leisure,Solo,3
U0262,Gold,H031,7/8/24,7/18/24,10,5870,Leisure,Couple,1
U0262,Gold,H034,5/2/25,5/6/25,4,780,Leisure,Couple,1.5
U0263,Classic,H022,11/6/24,11/9/24,3,1341,Leisure,Family,3
U0263,Classic,H097,10/27/25,11/1/25,5,805,Family,Family,1.5
U0263,Classic,H004,6/23/23,6/26/23,3,576,Family,Family,1.5
U0263,Classic,H082,12/31/23,1/4/24,4,2096,Family,Couple,3
U0263,Classic,H032,9/14/23,9/18/23,4,1932,Family,Family,3
U0263,Classic,H041,11/2/23,11/5/23,3,1356,Family,Couple,2.5
U0263,Classic,H081,4/8/24,4/15/24,7,4256,Family,Family,2
U0263,Classic,H007,6/13/25,6/15/25,2,138,Leisure,Family,2.5
U0263,Classic,H093,10/18/23,10/20/23,2,346,Leisure,Family,3
U0263,Classic,H067,6/28/23,7/2/23,4,504,Family,Couple,1.5
U0263,Classic,H071,4/3/25,4/6/25,3,1413,Leisure,Family,3.5
U0264,Classic,H001,11/21/25,11/23/25,2,1118,Family,Couple,4.5
U0264,Classic,H072,3/11/24,3/14/24,3,1560,Business,Group,3
U0264,Classic,H002,12/30/23,1/3/24,4,1504,Leisure,Solo,4
U0264,Classic,H049,12/17/23,12/27/23,10,730,Leisure,Solo,2
U0264,Classic,H032,6/2/25,6/6/25,4,1872,Business,Solo,5
U0264,Classic,H012,11/17/25,11/20/25,3,1182,Business,Group,4
U0265,Silver,H027,1/16/25,1/19/25,3,561,Leisure,Group,1.5
U0265,Silver,H059,4/20/25,4/22/25,2,226,Family,Couple,2
U0265,Silver,H071,7/3/25,7/5/25,2,952,Family,Family,1.5
U0265,Silver,H082,3/19/24,3/23/24,4,1624,Leisure,Solo,2
U0266,Silver,H040,7/1/23,7/8/23,7,777,Business,Solo,2
U0266,Silver,H051,1/15/24,1/17/24,2,738,Leisure,Couple,2
U0266,Silver,H022,6/29/24,7/1/24,2,1146,Leisure,Group,1.5
U0266,Silver,H073,8/26/23,9/9/23,14,3612,Family,Family,1
U0267,Diamond,H091,10/18/23,10/25/23,7,2786,Family,Family,3.5
U0267,Diamond,H002,6/12/24,6/19/24,7,2604,Leisure,Group,3.5
U0267,Diamond,H012,6/30/24,7/4/24,4,1460,Leisure,Couple,4
U0267,Diamond,H053,10/13/25,10/16/25,3,792,Leisure,Family,3.5
U0267,Diamond,H075,10/7/24,10/10/24,3,294,Leisure,Couple,2
U0267,Diamond,H001,10/1/25,10/4/25,3,1299,Leisure,Family,3.5
U0267,Diamond,H041,4/12/25,4/15/25,3,1311,Leisure,Family,3.5
U0267,Diamond,H095,12/26/23,12/28/23,2,222,Leisure,Couple,2.5
U0267,Diamond,H082,9/14/24,9/18/24,4,1668,Business,Group,4
U0267,Diamond,H093,9/24/23,10/1/23,7,1358,Leisure,Couple,3
U0267,Diamond,H063,8/4/24,8/14/24,10,2790,Family,Family,3
U0267,Diamond,H031,10/14/23,10/16/23,2,1152,Family,Couple,2.5
U0267,Diamond,H003,4/27/24,4/30/24,3,849,Leisure,Family,2.5
U0267,Diamond,H085,6/23/23,6/26/23,3,429,Family,Family,2.5
U0267,Diamond,H047,9/15/25,9/22/25,7,1085,Leisure,Couple,2.5
U0267,Diamond,H074,12/29/23,12/31/23,2,684,Family,Family,3.5
U0267,Diamond,H096,6/5/24,6/10/24,5,545,Leisure,Couple,1.5
U0268,Gold,H033,12/24/23,12/27/23,3,1029,Family,Family,3
U0268,Gold,H062,10/13/25,10/27/25,14,6412,Family,Family,4
U0268,Gold,H072,8/15/23,8/19/23,4,1800,Leisure,Family,4
U0268,Gold,H002,1/6/24,1/11/24,5,1800,Leisure,Couple,4
U0268,Gold,H071,7/28/25,8/2/25,5,2210,Leisure,Couple,3
U0268,Gold,H053,12/2/23,12/16/23,14,3822,Leisure,Couple,2.5
U0268,Gold,H031,9/16/24,9/19/24,3,1968,Family,Couple,4
U0268,Gold,H012,7/5/24,7/10/24,5,1840,Family,Couple,4
U0268,Gold,H008,9/22/25,9/29/25,7,791,Leisure,Couple,1
U0268,Gold,H001,5/11/25,5/14/25,3,1326,Family,Family,4
U0268,Gold,H021,12/8/24,12/9/24,1,423,Leisure,Family,3.5
U0268,Gold,H036,11/7/23,11/11/23,4,604,Leisure,Couple,1.5
U0268,Gold,H022,12/12/25,12/16/25,4,1932,Family,Family,3
U0268,Gold,H043,7/13/23,7/20/23,7,2051,Leisure,Solo,2.5
U0268,Gold,H041,1/8/25,1/11/25,3,1323,Leisure,Couple,4
U0269,Platinum,H014,12/23/23,12/26/23,3,768,Business,Solo,3.5
U0269,Platinum,H093,6/19/23,6/26/23,7,1225,Leisure,Solo,4
U0269,Platinum,H011,11/5/25,11/6/25,1,446,Business,Solo,3
U0269,Platinum,H095,9/19/23,9/23/23,4,436,Family,Family,3
U0269,Platinum,H082,12/18/24,12/20/24,2,926,Business,Solo,3
U0269,Platinum,H041,2/1/24,2/4/24,3,1371,Family,Family,3.5
U0269,Platinum,H071,8/21/25,8/28/25,7,3206,Family,Family,3
U0269,Platinum,H062,6/21/23,6/25/23,4,2044,Family,Family,4
U0269,Platinum,H021,2/16/25,2/18/25,2,1076,Leisure,Couple,4
U0269,Platinum,H031,8/11/24,8/13/24,2,984,Leisure,Couple,3
U0269,Platinum,H047,10/12/25,10/15/25,3,339,Leisure,Family,3
U0270,Classic,H094,7/10/24,7/12/24,2,518,Family,Family,3
U0270,Classic,H032,5/15/24,5/18/24,3,1377,Family,Family,3.5
U0270,Classic,H023,1/25/24,1/29/24,4,920,Family,Couple,2.5
U0271,Gold,H022,2/4/25,2/7/25,3,1779,Leisure,Couple,3
U0271,Gold,H055,1/19/24,1/22/24,3,390,Leisure,Solo,2
U0271,Gold,H024,2/11/24,2/15/24,4,956,Leisure,Group,3.5
U0271,Gold,H093,4/6/24,4/11/24,5,805,Business,Solo,2
U0271,Gold,H037,4/29/25,5/3/25,4,596,Leisure,Solo,2.5
U0271,Gold,H042,2/4/24,2/8/24,4,2416,Leisure,Couple,3
U0271,Gold,H066,3/8/25,3/11/25,3,360,Leisure,Couple,2
U0271,Gold,H051,12/27/24,1/6/25,10,3020,Leisure,Family,3.5
U0271,Gold,H034,8/5/25,8/12/25,7,2030,Leisure,Group,2.5
U0271,Gold,H005,6/4/24,6/9/24,5,615,Business,Group,2.5
U0271,Gold,H083,9/18/25,9/20/25,2,630,Leisure,Group,2.5
U0271,Gold,H064,6/13/25,6/18/25,5,855,Leisure,Solo,2.5
U0271,Gold,H033,3/8/24,3/11/24,3,615,Leisure,Couple,4
U0272,Gold,H003,8/26/24,8/31/24,5,1165,Business,Group,1
U0272,Gold,H089,8/1/23,8/5/23,4,432,Business,Group,2
U0272,Gold,H076,9/15/23,9/19/23,4,716,Leisure,Couple,1
U0272,Gold,H024,10/22/23,11/1/23,10,2860,Leisure,Couple,1.5
U0272,Gold,H098,11/26/24,12/10/24,14,966,Leisure,Family,1.5
U0272,Gold,H017,8/23/23,8/27/23,4,608,Business,Solo,1
U0272,Gold,H091,5/13/24,5/17/24,4,1592,Leisure,Couple,1.5
U0272,Gold,H032,11/7/24,11/9/24,2,862,Leisure,Solo,2.5
U0272,Gold,H075,6/8/24,6/10/24,2,272,Leisure,Solo,1.5
U0272,Gold,H044,1/6/25,1/16/25,10,3050,Leisure,Family,1.5
U0272,Gold,H073,9/4/24,9/8/24,4,836,Leisure,Group,2
U0273,Platinum,H022,8/5/23,8/9/23,4,2200,Leisure,Group,3.5
U0273,Platinum,H081,2/26/24,2/27/24,1,557,Business,Solo,4.5
U0273,Platinum,H023,4/9/24,4/13/24,4,992,Family,Family,2.5
U0273,Platinum,H071,1/30/24,2/13/24,14,5922,Leisure,Family,3
U0273,Platinum,H062,2/22/25,2/26/25,4,2224,Leisure,Solo,3
U0273,Platinum,H042,8/21/23,8/26/23,5,1955,Leisure,Couple,3.5
U0273,Platinum,H018,8/12/23,8/22/23,10,690,Leisure,Couple,1.5
U0273,Platinum,H084,9/23/25,10/3/25,10,2620,Family,Family,2
U0273,Platinum,H063,10/30/25,11/3/25,4,848,Family,Family,2.5
U0273,Platinum,H013,3/3/25,3/7/25,4,1292,Family,Couple,3
U0273,Platinum,H066,11/18/25,11/20/25,2,292,Family,Family,2.5
U0273,Platinum,H072,10/3/25,10/13/25,10,4890,Leisure,Couple,3
U0273,Platinum,H021,6/28/24,7/3/24,5,2715,Leisure,Family,3.5
U0273,Platinum,H096,12/4/23,12/18/23,14,1848,Leisure,Family,2.5
U0273,Platinum,H012,3/31/24,4/3/24,3,1392,Family,Family,4
U0273,Platinum,H055,2/5/25,2/9/25,4,472,Leisure,Family,2
U0273,Platinum,H039,10/10/25,10/15/25,5,445,Leisure,Family,1
U0273,Platinum,H043,3/16/24,3/19/24,3,963,Leisure,Couple,3
U0273,Platinum,H091,8/20/24,8/24/24,4,1592,Leisure,Group,3
U0274,Classic,H063,5/5/24,5/9/24,4,1088,Family,Family,2
U0274,Classic,H017,3/21/24,3/25/24,4,644,Leisure,Couple,1.5
U0274,Classic,H084,8/30/24,9/1/24,2,508,Leisure,Solo,1
U0274,Classic,H026,6/28/25,7/5/25,7,1456,Leisure,Solo,2.5
U0274,Classic,H042,2/10/25,2/20/25,10,5030,Leisure,Couple,2
U0275,Classic,H082,11/25/23,11/27/23,2,1020,Business,Group,2.5
U0275,Classic,H017,7/5/24,7/12/24,7,1134,Family,Family,1.5
U0275,Classic,H041,5/7/25,5/10/25,3,1365,Leisure,Group,2.5
U0275,Classic,H052,11/11/25,11/21/25,10,6010,Family,Couple,3.5
U0275,Classic,H011,11/16/24,11/19/24,3,1668,Family,Couple,2.5
U0275,Classic,H055,11/1/23,11/6/23,5,675,Leisure,Couple,1.5
U0275,Classic,H026,5/22/25,5/24/25,2,410,Leisure,Couple,3
U0276,Platinum,H061,10/30/24,11/3/24,4,1880,Leisure,Group,3.5
U0276,Platinum,H077,8/21/23,8/22/23,1,66,Leisure,Group,2.5
U0276,Platinum,H012,9/8/25,9/11/25,3,1413,Family,Family,3.5
U0276,Platinum,H054,7/4/23,7/7/23,3,735,Leisure,Couple,3.5
U0276,Platinum,H064,1/8/25,1/15/25,7,1246,Leisure,Couple,2.5
U0276,Platinum,H072,6/5/24,6/9/24,4,1864,Leisure,Family,3.5
U0276,Platinum,H081,9/27/24,10/2/24,5,2695,Leisure,Group,4
U0276,Platinum,H006,1/25/24,1/27/24,2,222,Leisure,Family,2.5
U0276,Platinum,H051,10/8/24,10/15/24,7,2464,Leisure,Family,3.5
U0276,Platinum,H041,4/11/24,4/14/24,3,1296,Family,Family,3.5
U0276,Platinum,H021,9/27/25,9/29/25,2,886,Business,Solo,3
U0276,Platinum,H027,12/31/24,1/5/25,5,845,Leisure,Family,1.5
U0276,Platinum,H002,6/6/23,6/7/23,1,353,Family,Family,3.5
U0276,Platinum,H084,2/1/24,2/3/24,2,410,Leisure,Couple,2.5
U0276,Platinum,H014,12/12/24,12/17/24,5,1090,Business,Group,2
U0276,Platinum,H091,6/15/24,6/18/24,3,1230,Leisure,Couple,3
U0276,Platinum,H087,7/29/24,7/30/24,1,206,Leisure,Family,2.5
U0277,Silver,H086,12/27/24,12/29/24,2,258,Business,Solo,3
U0277,Silver,H052,4/20/24,4/30/24,10,5780,Business,Solo,5
U0277,Silver,H021,8/29/25,8/31/25,2,806,Leisure,Couple,4
U0277,Silver,H027,6/16/23,6/26/23,10,1830,Business,Solo,2.5
U0278,Classic,H019,4/30/24,5/5/24,5,355,Leisure,Couple,1
U0278,Classic,H033,8/10/23,8/17/23,7,2247,Leisure,Solo,1.5
U0278,Classic,H018,12/14/25,12/19/25,5,415,Leisure,Family,1
U0278,Classic,H091,6/3/25,6/6/25,3,1257,Leisure,Couple,1
U0278,Classic,H021,7/1/23,7/6/23,5,2265,Family,Family,1.5
U0278,Classic,H054,3/11/24,3/18/24,7,1792,Leisure,Couple,2.5
U0278,Classic,H008,7/22/23,7/23/23,1,45,Family,Couple,1
U0278,Classic,H014,9/14/23,9/15/23,1,221,Business,Solo,2
U0278,Classic,H024,6/27/24,7/2/24,5,1340,Family,Family,1.5
U0278,Classic,H098,1/3/25,1/8/25,5,520,Leisure,Couple,1.5
U0278,Classic,H079,12/21/25,12/23/25,2,168,Leisure,Solo,1.5
U0278,Classic,H066,1/31/24,2/4/24,4,588,Leisure,Couple,1
U0278,Classic,H095,3/25/24,4/4/24,10,1750,Family,Family,2
U0279,Gold,H082,2/22/25,2/26/25,4,1792,Business,Solo,4.5
U0279,Gold,H085,5/21/25,5/28/25,7,966,Business,Solo,2
U0279,Gold,H084,3/12/24,3/13/24,1,192,Leisure,Solo,3.5
U0279,Gold,H081,1/13/25,1/15/25,2,1132,Business,Group,4
U0279,Gold,H033,11/2/23,11/5/23,3,1020,Leisure,Solo,3.5
U0279,Gold,H012,9/15/24,9/18/24,3,1494,Leisure,Couple,4
U0279,Gold,H031,5/9/25,5/13/25,4,2468,Business,Group,5
U0279,Gold,H072,2/4/25,2/14/25,10,4860,Business,Solo,4
U0279,Gold,H021,9/26/25,9/29/25,3,1377,Leisure,Group,3.5
U0279,Gold,H042,1/25/24,1/27/24,2,950,Business,Solo,4
U0279,Gold,H051,10/4/24,10/8/24,4,1452,Leisure,Solo,4.5
U0279,Gold,H052,7/1/23,7/3/23,2,598,Business,Group,4.5
U0279,Gold,H091,3/17/24,3/19/24,2,832,Business,Solo,4
U0279,Gold,H061,9/28/25,10/2/25,4,1696,Business,Solo,3.5
U0279,Gold,H015,3/28/24,3/29/24,1,193,Business,Solo,3
U0279,Gold,H011,12/25/24,1/8/25,14,6482,Business,Solo,4.5
U0279,Gold,H092,12/12/23,12/17/23,5,2500,Business,Solo,4
U0280,Classic,H093,8/15/24,8/22/24,7,1547,Business,Solo,1.5
U0280,Classic,H044,11/3/25,11/7/25,4,1112,Leisure,Family,1.5
U0280,Classic,H066,6/25/24,6/27/24,2,236,Family,Family,1.5
U0280,Classic,H088,12/4/25,12/7/25,3,219,Leisure,Couple,1.5
U0280,Classic,H013,11/21/25,11/23/25,2,626,Leisure,Couple,1.5
U0281,Silver,H030,9/22/24,10/2/24,10,480,Family,Family,1
U0281,Silver,H006,7/21/24,7/22/24,1,124,Business,Solo,1.5
U0281,Silver,H031,4/26/24,4/27/24,1,650,Leisure,Family,1.5
U0281,Silver,H040,12/10/24,12/13/24,3,303,Family,Family,1.5
U0281,Silver,H092,11/25/25,12/9/25,14,9002,Leisure,Family,1.5
U0281,Silver,H008,9/25/25,9/30/25,5,490,Leisure,Family,1
U0282,Platinum,H019,6/24/25,7/8/25,14,1120,Business,Solo,3
U0282,Platinum,H061,7/20/24,7/21/24,1,388,Business,Solo,4.5
U0282,Platinum,H021,7/5/25,7/9/25,4,1616,Leisure,Group,4.5
U0282,Platinum,H042,3/17/24,3/20/24,3,1368,Business,Solo,4.5
U0282,Platinum,H031,10/31/25,11/2/25,2,1166,Business,Group,4.5
U0282,Platinum,H092,12/20/23,12/23/23,3,1335,Leisure,Solo,4.5
U0282,Platinum,H093,7/28/24,8/7/24,10,1810,Business,Group,4.5
U0282,Platinum,H071,3/23/25,3/30/25,7,3157,Business,Solo,5
U0282,Platinum,H094,6/27/23,7/4/23,7,1442,Business,Solo,4
U0282,Platinum,H011,8/19/24,8/21/24,2,1012,Business,Solo,4
U0282,Platinum,H095,4/3/25,4/4/25,1,115,Business,Group,3.5
U0282,Platinum,H007,4/19/24,4/26/24,7,553,Business,Solo,3.5
U0282,Platinum,H033,5/4/25,5/7/25,3,591,Business,Solo,3.5
U0283,Gold,H053,12/5/25,12/7/25,2,534,Leisure,Solo,2.5
U0283,Gold,H014,8/24/25,8/27/25,3,735,Leisure,Solo,2
U0283,Gold,H046,4/19/24,4/23/24,4,408,Leisure,Group,2.5
U0283,Gold,H091,7/27/23,8/3/23,7,2821,Family,Family,3.5
U0283,Gold,H052,11/28/25,12/2/25,4,2572,Business,Group,3
U0283,Gold,H023,8/8/23,8/10/23,2,402,Family,Family,2.5
U0283,Gold,H002,4/24/24,4/29/24,5,1790,Family,Couple,2.5
U0283,Gold,H032,4/22/24,4/29/24,7,2891,Leisure,Family,3
U0283,Gold,H003,6/3/24,6/5/24,2,524,Leisure,Solo,3
U0283,Gold,H057,9/9/23,9/16/23,7,700,Business,Solo,2.5
U0283,Gold,H051,8/11/24,8/14/24,3,936,Business,Solo,2
U0283,Gold,H075,5/1/24,5/2/24,1,102,Leisure,Family,2
U0283,Gold,H074,9/18/24,9/22/24,4,1364,Business,Solo,3.5
U0283,Gold,H050,3/9/24,3/13/24,4,372,Leisure,Couple,2
U0283,Gold,H035,5/6/24,5/16/24,10,2040,Leisure,Solo,2
U0283,Gold,H095,7/5/24,7/7/24,2,236,Leisure,Couple,2.5
U0284,Silver,H040,11/13/24,11/16/24,3,258,Leisure,Couple,2
U0284,Silver,H088,10/7/23,10/12/23,5,575,Business,Solo,2
U0284,Silver,H021,3/11/25,3/14/25,3,1422,Business,Group,2.5
U0284,Silver,H063,12/21/24,12/25/24,4,1288,Leisure,Group,2.5
U0284,Silver,H013,1/16/24,1/21/24,5,1140,Business,Solo,3
U0284,Silver,H095,7/10/23,7/15/23,5,725,Leisure,Family,2.5
U0285,Classic,H012,3/30/24,4/4/24,5,1840,Leisure,Family,3
U0285,Classic,H092,8/16/25,8/17/25,1,428,Family,Family,3
U0285,Classic,H082,6/2/25,6/16/25,14,5768,Family,Couple,3
U0285,Classic,H024,8/7/23,8/12/23,5,1045,Leisure,Family,2.5
U0285,Classic,H036,9/20/23,9/25/23,5,640,Family,Couple,2.5
U0285,Classic,H022,7/31/24,8/2/24,2,1186,Leisure,Family,3.5
U0286,Platinum,H025,10/7/23,10/10/23,3,249,Business,Group,3
U0286,Platinum,H005,4/16/24,4/18/24,2,292,Business,Group,3
U0286,Platinum,H091,11/3/23,11/6/23,3,1233,Leisure,Group,4
U0286,Platinum,H082,12/13/24,12/15/24,2,982,Business,Solo,4
U0286,Platinum,H073,8/29/23,8/30/23,1,185,Business,Solo,3.5
U0286,Platinum,H062,8/28/23,8/29/23,1,524,Business,Group,4.5
U0286,Platinum,H043,9/30/24,10/4/24,4,1296,Business,Solo,3.5
U0286,Platinum,H084,12/26/25,12/28/25,2,528,Leisure,Solo,3
U0286,Platinum,H076,12/23/25,12/25/25,2,398,Business,Solo,2.5
U0286,Platinum,H024,8/9/23,8/13/23,4,1072,Business,Solo,3.5
U0286,Platinum,H034,10/15/24,10/18/24,3,915,Business,Solo,4
U0286,Platinum,H063,2/9/24,2/19/24,10,2840,Business,Group,3
U0286,Platinum,H032,11/9/23,11/12/23,3,1317,Leisure,Solo,4.5
U0286,Platinum,H042,5/29/24,6/1/24,3,1200,Business,Solo,4.5
U0286,Platinum,H061,3/17/25,3/20/25,3,1137,Business,Group,4
U0286,Platinum,H037,6/7/25,6/12/25,5,755,Leisure,Group,2.5
U0286,Platinum,H072,1/16/24,1/20/24,4,1756,Business,Group,4
U0287,Classic,H053,8/25/23,8/28/23,3,918,Family,Family,3.5
U0287,Classic,H072,10/18/24,10/21/24,3,1353,Leisure,Family,4
U0287,Classic,H011,5/5/24,5/10/24,5,2080,Leisure,Couple,4
U0287,Classic,H032,5/6/24,5/7/24,1,437,Business,Solo,3.5
U0287,Classic,H051,8/18/23,8/21/23,3,1035,Family,Family,3.5
U0287,Classic,H031,12/26/25,12/29/25,3,1410,Leisure,Couple,4
U0287,Classic,H023,11/21/23,11/25/23,4,1096,Leisure,Family,4
U0287,Classic,H021,1/9/24,1/11/24,2,1066,Family,Family,4.5
